Battery Power,Display Size,Sim count,Front camera max MP,Front camera count,Primary camera max MP,Primary camera count,Internal Memory,Mobile Depth,Mobile Height,Mobile Width,Mobile Weight,Mobile Color,Mobile Brand,Processor Speed,Networks,Core,OS,Ram,Resolution x,Resolution y,Mobile Price
4030,15.8,2,5,1,13,1,16,8.28,155.11,75.09,163.5,0,123,2.0,4,8,8,2,720,1520,9199
3700,16.23,2,32,1,48,3,128,8.21,157.25,74.71,185.0,1,100,2.0,4,8,9,6,1080,2340,22399
5000,16.13,2,20,1,13,3,128,8.92,159.43,76.77,190.5,16,112,2.3,4,8,9,4,720,1544,13990
3700,16.23,2,32,1,48,2,128,8.21,157.25,74.71,185.0,17,100,2.0,4,8,9,6,1080,2340,21099
4100,16.36,2,32,2,48,4,128,9.8,159.0,74.7,201.8,0,102,2.0,3,8,9,8,1080,2400,29499
4100,16.36,2,32,2,48,4,128,9.8,159.0,74.7,201.8,24,102,2.0,3,8,9,8,1080,2400,29499
5000,16.13,2,8,1,13,3,64,8.92,159.43,76.77,190.5,0,97,2.0,4,8,9,3,720,1544,11490
3700,16.23,2,32,1,48,2,128,8.21,157.25,74.71,185.0,1,100,2.0,4,8,9,8,1080,2340,28499
3400,16.28,2,25,1,12,2,64,7.9,157.91,75.08,156.0,0,98,1.95,3,8,8,6,1080,2340,28990
4000,16.74,2,8,1,12,2,128,7.98,162.0,77.0,199.0,0,94,2.8,4,8,8,8,1080,2316,29990
3260,15.49,2,5,1,13,1,32,7.77,155.06,75.0,148.0,0,119,2.0,3,8,8,3,720,1520,13990
3260,16.0,2,16,1,16,2,32,7.89,154.81,75.03,150.0,0,108,1.8,3,8,8,4,1080,2280,16990
4000,16.59,2,32,1,12,3,64,8.54,161.97,75.93,189.5,0,99,2.1,4,8,9,6,1080,2340,21099
4030,15.8,2,8,1,13,2,32,8.28,155.11,75.09,163.5,0,124,2.0,4,8,8,4,720,1520,15500
4030,15.8,2,8,1,13,2,64,8.28,155.11,75.09,163.5,0,124,2.0,4,8,8,3,720,1520,14990
4030,15.8,2,8,1,13,2,32,8.28,155.11,75.09,163.5,1,122,2.0,4,8,8,2,720,1520,11990
3000,14.48,2,24,1,16,1,32,7.9,149.3,72.8,139.0,0,104,1.8,3,8,7,4,720,1440,18900
3000,14.48,2,24,1,16,1,32,7.9,149.3,72.8,139.0,1,104,1.8,3,8,7,4,720,1440,15990
3260,15.8,2,8,1,13,1,32,7.7,155.21,75.24,151.0,8,121,2.0,4,8,8,4,720,1520,11999
3260,16.0,2,24,1,16,2,64,7.89,154.81,75.03,150.0,8,106,2.2,3,8,8,4,1080,2280,24000
3360,15.24,2,5,1,8,1,16,7.8,155.87,75.74,150.0,0,118,1.4,3,4,8,2,720,1440,8900
4030,15.8,2,8,1,13,2,32,8.28,155.11,75.09,163.5,16,124,2.0,4,8,8,4,720,1520,15990
5000,16.13,2,8,1,13,3,32,8.92,159.43,76.77,190.5,1,97,2.0,4,8,9,3,720,1544,10990
5000,16.59,2,32,1,16,3,64,8.85,162.39,77.33,201.0,0,125,2.3,4,8,9,6,1080,2340,14990
5000,16.59,2,32,1,16,3,64,8.85,162.39,77.33,201.0,1,125,2.3,4,8,9,4,1080,2340,13990
5000,16.59,2,32,1,16,3,64,8.85,162.39,77.33,201.0,1,125,2.3,4,8,9,6,1080,2340,14990
5000,16.13,2,8,1,13,3,64,8.92,159.43,76.77,190.5,1,97,2.0,4,8,9,4,720,1544,12990
5000,16.13,2,8,1,13,3,64,8.92,159.43,76.77,190.5,0,97,2.0,4,8,9,4,720,1544,12990
3260,16.0,2,16,1,13,2,64,7.89,154.81,75.03,150.0,0,107,1.95,4,8,8,4,1080,2280,17990
3260,16.0,2,16,1,13,2,64,7.89,154.81,75.03,150.0,16,107,1.95,4,8,8,4,1080,2280,17990
3260,15.49,2,5,1,13,1,32,7.77,155.06,75.0,148.0,8,119,2.0,3,8,8,3,720,1520,11500
3260,16.0,2,16,1,16,2,32,7.89,154.81,75.03,150.0,8,108,1.8,3,8,8,4,1080,2280,17999
4030,15.8,2,8,1,13,2,32,8.28,155.11,75.09,163.5,0,122,2.0,4,8,8,3,720,1520,9990
3360,15.24,2,5,1,13,1,16,7.8,155.87,75.74,150.0,8,117,1.4,3,4,8,3,720,1440,10900
3360,15.24,2,5,1,13,1,32,7.8,155.87,75.74,150.0,0,117,1.4,3,4,8,4,720,1440,12000
3225,15.21,2,24,1,16,1,64,7.7,155.87,75.74,160.0,1,105,1.8,3,8,7,4,720,1440,22325
2730,13.21,2,5,1,13,1,16,7.5,149.9,72.9,142.0,0,115,1.4,3,4,6,3,720,1280,13995
2730,13.21,2,5,1,13,1,16,7.5,149.9,72.9,142.0,12,115,1.4,3,4,6,3,720,1280,13529
3260,15.8,2,5,1,13,1,16,7.77,155.06,75.0,143.0,8,120,2.0,4,4,8,2,720,1520,11990
4030,15.8,2,8,1,13,2,32,8.28,155.11,75.09,163.5,0,124,2.0,4,8,8,4,720,1520,15500
4030,15.8,2,8,1,13,2,64,8.28,155.11,75.09,163.5,0,124,2.0,4,8,8,3,720,1520,14990
4030,15.8,2,8,1,13,2,32,8.28,155.11,75.09,163.5,1,122,2.0,4,8,8,2,720,1520,11990
3000,14.48,2,24,1,16,1,32,7.9,149.3,72.8,139.0,0,104,1.8,3,8,7,4,720,1440,18900
3000,14.48,2,24,1,16,1,32,7.9,149.3,72.8,139.0,1,104,1.8,3,8,7,4,720,1440,15990
3260,15.8,2,8,1,13,1,32,7.7,155.21,75.24,151.0,8,121,2.0,4,8,8,4,720,1520,11999
3260,16.0,2,24,1,16,2,64,7.89,154.81,75.03,150.0,8,106,2.2,3,8,8,4,1080,2280,24000
3360,15.24,2,5,1,8,1,16,7.8,155.87,75.74,150.0,0,118,1.4,3,4,8,2,720,1440,8900
4030,15.8,2,8,1,13,2,32,8.28,155.11,75.09,163.5,16,124,2.0,4,8,8,4,720,1520,15990
5000,16.59,2,32,1,16,3,64,8.85,162.39,77.33,201.0,0,125,2.3,4,8,9,4,1080,2340,13990
5000,16.59,2,32,1,16,3,64,8.85,162.39,77.33,201.0,0,125,2.3,4,8,9,6,1080,2340,14990
5000,16.59,2,32,1,16,3,64,8.85,162.39,77.33,201.0,1,125,2.3,4,8,9,6,1080,2340,14990
5000,16.13,2,8,1,13,3,64,8.92,159.43,76.77,190.5,1,97,2.0,4,8,9,4,720,1544,12990
5000,16.13,2,8,1,13,3,64,8.92,159.43,76.77,190.5,0,97,2.0,4,8,9,3,720,1544,11490
5000,16.13,2,8,1,13,3,64,8.92,159.43,76.77,190.5,0,97,2.0,4,8,9,4,720,1544,12990
3260,16.0,2,16,1,13,2,64,7.89,154.81,75.03,150.0,0,107,1.95,4,8,8,4,1080,2280,17990
3260,16.0,2,16,1,13,2,64,7.89,154.81,75.03,150.0,16,107,1.95,4,8,8,4,1080,2280,17990
3360,15.24,2,5,1,13,1,16,7.8,155.87,75.74,150.0,0,117,1.4,3,4,8,3,720,1440,10900
3360,15.24,2,5,1,13,1,32,7.8,155.87,75.74,150.0,8,117,1.4,3,4,8,4,720,1440,12000
4030,15.8,2,5,1,13,1,32,8.28,155.11,75.09,163.5,0,123,2.0,4,8,8,2,720,1520,8998
4030,15.8,2,8,1,13,2,32,8.28,155.11,75.09,163.5,0,122,2.0,4,8,8,2,720,1520,8990
3000,13.97,2,16,1,13,1,32,7.7,154.6,75.7,162.8,8,116,1.5,4,8,7,3,720,1280,14914
3260,15.8,2,5,1,13,1,32,7.77,155.06,75.0,148.0,0,119,2.0,4,8,8,4,720,1520,14538
6000,16.26,2,16,1,48,2,128,9.0,159.0,75.0,186.0,1,91,2.3,2,8,9,4,1080,2340,17490
5000,16.51,2,13,1,48,4,64,8.9,163.6,75.3,191.0,1,85,2.0,3,8,10,4,720,1600,16499
5000,16.51,2,13,1,48,4,64,8.9,163.6,75.3,191.0,0,85,2.0,3,8,10,4,720,1600,16499
5000,16.51,2,13,1,48,4,64,8.9,163.6,75.3,191.0,1,85,2.0,3,8,10,6,720,1600,18499
5000,16.51,2,13,1,48,4,64,8.9,163.6,75.3,191.0,24,85,2.0,3,8,10,6,720,1600,18499
5000,16.51,2,13,1,48,4,64,8.9,163.6,75.3,191.0,0,85,2.0,3,8,10,6,720,1600,18499
5000,16.51,2,13,1,48,4,64,8.9,163.6,75.3,191.0,24,85,2.0,3,8,10,4,720,1600,17490
6000,16.26,2,20,1,48,3,64,9.0,159.0,75.0,188.0,1,90,2.3,1,8,10,4,1080,2340,15999
6000,16.26,2,20,1,48,3,64,9.0,159.0,75.0,188.0,0,90,2.3,1,8,10,4,1080,2340,15990
2600,12.7,2,5,1,8,1,16,8.95,143.4,72.1,154.0,0,86,1.4,3,4,8,1,540,960,6299
6000,16.26,2,32,1,64,4,128,9.0,159.0,75.0,191.0,1,92,2.3,2,8,10,6,1080,2340,19900
4500,17.02,2,32,1,48,3,512,8.1,162.5,75.6,187.0,1,93,2.8,4,8,10,8,1080,2400,47999
4500,17.02,2,32,1,48,3,512,8.1,162.5,75.6,187.0,0,93,2.8,4,8,10,8,1080,2400,47999
2000,11.94,2,2,1,5,1,8,8.4,136.5,69.0,130.0,25,87,1.3,3,4,5,1,540,960,6000
3600,13.97,2,13,1,13,1,64,7.8,152.4,74.7,178.0,0,89,1.6,2,8,7,3,1080,1920,20995
3000,13.97,2,5,1,13,1,16,7.6,152.4,78.6,170.0,0,88,1.6,2,8,7,2,720,1280,11995
3000,13.97,2,5,1,13,1,16,7.6,152.4,78.6,170.0,8,88,1.6,3,8,7,2,720,1280,10995
5000,16.76,2,8,1,48,3,64,8.7,165.0,76.8,185.0,22,2,2.0,4,8,10,4,720,1600,9999
5000,16.76,2,8,1,48,3,64,8.7,165.0,76.8,185.0,23,2,2.0,4,8,10,4,720,1600,9999
5000,16.76,2,8,1,13,3,64,8.7,165.0,76.8,185.0,22,1,2.0,4,8,10,4,720,1600,8999
5000,16.76,2,8,1,13,3,64,8.7,165.0,76.8,185.0,23,1,2.0,4,8,10,4,720,1600,8999
4000,15.06,2,16,1,16,1,64,8.4,158.0,75.0,190.0,1,6,2.0,4,8,8,4,1080,2160,10999
4000,16.59,2,16,1,48,2,64,8.95,162.5,76.88,194.0,10,10,2.3,4,8,10,4,1080,2340,11499
4000,16.59,2,16,1,48,2,64,8.95,162.5,76.88,194.0,22,10,2.3,4,8,10,4,1080,2340,11499
4000,15.06,2,16,1,16,1,64,8.4,158.0,75.0,190.0,17,6,2.0,4,8,8,4,1080,2160,10999
4000,15.75,2,16,1,13,2,32,8.3,156.7,75.3,150.0,9,4,1.4,3,8,8,3,720,1500,10999
4000,15.75,2,16,1,13,2,32,8.3,156.7,75.3,150.0,0,4,1.4,3,8,8,3,720,1500,10999
4500,15.21,2,16,1,12,1,64,8.65,158.25,75.25,175.0,1,5,2.0,3,8,8,4,1080,2160,7699
4500,15.21,2,16,1,12,1,64,8.65,158.25,75.25,175.0,9,5,2.0,3,8,8,4,1080,2160,7699
4000,15.72,2,13,2,13,2,64,7.9,153.9,74.8,159.0,0,0,2.39,3,8,9,4,720,1500,9999
4000,15.72,2,13,2,13,2,64,7.9,153.9,74.8,159.0,3,0,2.39,3,8,9,4,720,1500,9999
4000,15.72,2,13,2,13,2,64,7.9,153.9,74.8,159.0,1,0,2.39,3,8,9,4,720,1500,9999
4500,15.21,2,16,1,12,1,32,8.65,158.25,75.25,175.0,9,5,2.0,3,8,8,3,1080,2160,7599
4000,14.35,2,20,1,13,1,64,8.4,153.0,72.85,150.0,1,3,1.4,3,8,8,4,720,1440,11999
4000,14.35,2,20,1,13,1,64,8.4,153.0,72.85,150.0,0,3,1.4,3,8,8,4,720,1440,11999
4000,14.35,2,20,1,13,1,64,8.4,153.0,72.85,150.0,8,3,1.4,3,8,8,4,720,1440,11999
4000,16.76,2,16,1,16,2,64,7.9,164.0,76.0,178.0,22,9,2.0,3,8,9,4,720,1600,8499
4000,16.76,2,16,1,16,2,64,7.9,164.0,76.0,178.0,6,9,2.0,3,8,9,4,720,1600,8499
4000,16.76,2,16,1,16,2,64,7.9,164.0,76.0,178.0,0,9,2.0,3,8,9,4,720,1600,8499
4500,15.21,2,16,1,12,1,32,8.65,158.25,75.25,175.0,0,5,2.0,3,8,8,3,1080,2160,7599
4350,15.19,2,16,1,12,2,128,7.95,166.38,82.38,197.0,0,12,2.6,3,8,7,6,1080,1920,19999
4000,15.77,2,32,1,13,3,32,7.9,156.0,75.0,155.0,1,7,2.0,4,8,9,3,720,1520,9599
4000,15.77,2,32,1,13,3,32,7.9,156.0,75.0,155.0,16,7,2.0,4,8,9,3,720,1520,9599
4000,15.77,2,32,1,13,3,32,7.9,156.0,75.0,155.0,9,7,2.0,4,8,9,3,720,1520,9599
4000,16.76,2,32,1,16,3,64,7.9,164.0,76.0,178.0,6,8,2.0,4,8,9,4,720,1600,9599
4000,16.76,2,32,1,16,3,64,7.9,164.0,76.0,178.0,22,8,2.0,4,8,9,4,720,1600,9599
4000,14.35,2,20,1,13,1,32,8.4,153.0,72.85,150.0,8,3,1.4,3,8,8,3,720,1440,9999
4000,14.35,2,20,1,13,1,32,8.4,153.0,72.85,150.0,0,3,1.4,3,8,8,3,720,1440,9999
4000,14.35,2,20,1,13,1,32,8.4,153.0,72.85,150.0,1,3,1.4,3,8,8,3,720,1440,9999
4000,14.35,2,20,1,13,1,32,8.4,153.0,72.85,150.0,17,3,1.4,3,8,8,3,720,1440,9999
4500,15.21,2,16,1,12,1,64,8.65,158.25,75.25,175.0,0,5,2.0,3,8,8,4,1080,2160,7699
4350,15.19,2,16,1,12,2,64,7.95,166.38,82.38,197.0,0,11,2.6,3,8,7,6,1080,1920,17999
4350,15.19,2,16,1,12,2,64,7.95,166.38,82.38,197.0,17,11,2.6,3,8,7,6,1080,1920,17999
4000,15.7,2,20,1,12,2,128,8.8,155.5,75.3,180.0,1,45,2.8,3,8,8,6,1080,2160,18999
4000,15.7,2,20,1,12,2,256,8.8,155.5,75.3,180.0,1,45,2.8,3,8,8,8,1080,2160,22999
4000,15.7,2,20,1,12,2,256,8.8,155.5,75.3,180.0,0,45,2.8,3,8,8,8,1080,2160,22999
4000,15.7,2,20,1,12,2,256,8.8,155.5,75.3,180.0,7,45,2.8,3,8,8,8,1080,2160,22999
4000,15.7,2,20,1,12,2,64,8.8,155.5,75.3,180.0,17,45,2.8,3,8,8,6,1080,2160,19999
4500,16.94,2,20,2,64,4,256,8.79,165.3,76.6,208.0,16,47,2.2,4,8,10,8,1080,2400,21499
4500,16.94,2,20,2,64,4,64,8.79,165.3,76.6,208.0,16,47,2.2,4,8,10,6,1080,2400,17499
4500,16.94,2,20,2,64,4,64,8.79,165.3,76.6,208.0,1,47,2.2,4,8,10,6,1080,2400,17499
4500,16.94,2,20,2,64,4,128,8.79,165.3,76.6,208.0,17,47,2.2,4,8,10,6,1080,2400,18499
4500,16.94,2,20,2,64,4,128,8.79,165.3,76.6,208.0,1,47,2.2,4,8,10,6,1080,2400,18499
4500,16.94,2,20,2,64,4,256,8.79,165.3,76.6,208.0,1,47,2.2,4,8,10,8,1080,2400,21499
4500,16.94,2,20,2,64,4,256,8.79,165.3,76.6,208.0,17,47,2.2,4,8,10,8,1080,2400,21499
4500,16.94,2,20,2,64,4,64,8.79,165.3,76.6,208.0,17,47,2.2,4,8,10,6,1080,2400,17499
4500,16.94,2,20,2,64,4,128,8.79,165.3,76.6,208.0,16,48,2.2,4,8,10,6,1080,2400,18499
4000,15.7,2,20,1,12,2,128,8.8,155.5,75.3,180.0,17,45,2.8,3,8,8,6,1080,2160,18999
4000,15.7,2,20,1,12,2,128,8.8,155.5,75.3,180.0,0,45,2.8,3,8,8,6,1080,2160,18999
4000,15.7,2,20,1,12,2,256,8.8,155.5,75.3,180.0,17,45,2.8,3,8,8,8,1080,2160,22999
4000,15.7,2,20,1,12,2,128,8.8,155.5,75.3,180.0,7,45,2.8,3,8,8,6,1080,2160,18999
4500,16.94,2,20,2,64,4,128,8.79,165.3,76.6,208.0,1,48,2.2,4,8,10,6,1080,2400,18499
4500,16.94,2,20,2,64,4,128,8.79,165.3,76.6,208.0,17,48,2.2,4,8,10,6,1080,2400,18499
4000,15.7,2,20,1,12,2,64,8.8,155.5,75.3,180.0,1,45,2.8,3,8,8,6,1080,2160,19999
4000,15.7,2,20,1,12,2,64,8.8,155.5,75.3,180.0,0,45,2.8,3,8,8,6,1080,2160,19999
5000,16.94,2,16,1,48,4,64,8.8,165.75,76.68,209.0,11,46,2.3,3,8,10,6,1080,2400,14999
5000,16.94,2,16,1,48,4,128,8.8,165.75,76.68,209.0,11,46,2.3,3,8,10,6,1080,2400,16999
5000,16.94,2,16,1,48,4,64,8.8,165.75,76.68,209.0,11,46,2.3,3,8,10,4,1080,2400,13999
5000,16.94,2,16,1,48,4,128,8.8,165.75,76.68,209.0,1,46,2.3,3,8,10,6,1080,2400,16999
5000,16.94,2,16,1,48,4,128,8.8,165.75,76.68,209.0,0,46,2.3,3,8,10,6,1080,2400,16999
5000,16.94,2,16,1,48,4,64,8.8,165.75,76.68,209.0,0,46,2.3,3,8,10,6,1080,2400,14999
5000,16.94,2,16,1,48,4,64,8.8,165.75,76.68,209.0,1,46,2.3,3,8,10,6,1080,2400,14999
5000,16.94,2,16,1,48,4,64,8.8,165.75,76.68,209.0,0,46,2.3,3,8,10,4,1080,2400,13999
5000,16.94,2,16,1,48,4,64,8.8,165.75,76.68,209.0,1,46,2.3,3,8,10,4,1080,2400,13999
4230,16.51,2,8,1,12,3,64,8.3,163.9,75.5,180.0,24,21,2.3,4,8,9,4,720,1600,12490
4230,16.51,2,8,1,12,3,128,8.3,163.9,75.5,180.0,24,21,2.3,4,8,9,6,720,1600,14990
4230,16.51,2,8,1,12,3,128,8.3,163.9,75.5,180.0,0,21,2.3,4,8,9,6,720,1600,14990
4230,16.51,2,8,1,12,3,64,8.3,163.9,75.5,180.0,0,21,2.3,4,8,9,4,720,1600,12490
5000,16.51,2,16,1,48,4,128,9.1,163.6,75.6,195.0,10,29,1.8,4,8,9,4,720,1600,16990
4230,15.8,2,5,1,13,2,32,8.3,155.9,75.5,165.0,0,19,1.8,4,8,9,3,720,1520,9990
4230,15.8,2,5,1,13,2,32,8.3,155.9,75.5,165.0,1,19,1.8,4,8,9,3,720,1520,9990
4230,15.75,2,8,1,13,2,32,8.2,155.9,75.4,170.0,1,25,2.3,4,8,8,2,720,1520,8990
4000,16.26,2,16,1,48,4,128,7.9,160.2,73.3,172.0,24,32,2.1,4,8,9,8,1080,2400,18990
4000,16.26,2,16,1,48,4,128,7.9,160.2,73.3,172.0,1,32,2.1,4,8,9,8,1080,2400,18990
5000,16.51,2,16,1,12,4,128,8.9,162.0,75.5,192.0,0,24,2.0,4,8,10,6,1080,2400,16990
5000,16.51,2,16,1,12,4,128,8.9,162.0,75.5,192.0,24,24,2.0,4,8,10,6,1080,2400,16990
4230,15.8,2,5,1,13,2,32,8.3,155.9,75.5,165.0,1,18,1.8,4,8,9,2,720,1520,8990
4230,15.8,2,5,1,13,2,32,8.3,155.9,75.5,165.0,21,18,1.8,4,8,9,2,720,1520,8990
4230,15.75,2,8,1,13,2,64,8.2,155.9,75.4,170.0,10,25,2.3,4,8,8,4,720,1520,11990
5000,16.51,2,16,1,48,4,128,9.1,163.6,75.6,195.0,16,29,1.8,4,8,9,8,720,1600,15990
4000,16.26,2,16,1,48,4,128,7.9,160.2,73.3,172.0,0,32,2.1,4,8,9,8,1080,2400,18990
4230,15.75,2,8,1,13,2,64,8.2,155.9,75.4,170.0,8,25,2.3,4,8,8,4,720,1520,15899
4025,16.26,2,44,2,64,4,128,8.1,158.8,73.4,175.0,24,44,2.2,2,8,10,8,1080,2400,29990
4025,16.26,2,44,2,64,4,128,8.1,158.8,73.4,175.0,1,44,2.2,2,8,10,8,1080,2400,29990
4025,16.26,2,44,2,64,4,128,8.1,158.8,73.4,175.0,0,44,2.2,2,8,10,8,1080,2400,29990
4230,15.75,2,8,1,13,2,32,8.2,155.9,75.4,170.0,0,25,2.3,4,8,8,2,720,1520,12990
4000,16.51,2,16,1,48,2,64,8.8,161.3,76.1,190.0,0,31,2.1,4,8,9,6,1080,2340,14990
4065,16.76,2,16,1,48,3,256,9.3,162.0,77.2,215.0,10,41,2.8,4,8,9,8,1080,2340,41990
4000,16.51,2,16,1,48,4,256,9.5,160.0,74.3,189.0,1,42,2.2,3,8,9,8,1080,2340,38990
3730,16.26,2,25,1,16,2,256,9.6,156.7,74.2,186.0,1,38,2.649,4,8,8,8,1080,2340,60990
3730,16.26,2,25,1,16,2,256,9.6,156.7,74.2,186.0,17,38,2.649,4,8,8,8,1080,2340,60990
4000,16.51,2,16,1,48,4,256,8.67,161.8,75.8,195.0,0,43,2.2,3,8,9,8,1080,2340,29999
3180,14.48,2,8,1,13,1,64,7.7,150.5,73.1,143.0,4,28,2.5,3,8,7,4,720,1440,14499
5000,16.56,2,16,1,48,4,128,9.1,163.6,75.6,195.0,13,29,1.8,4,8,9,8,720,1600,15990
4230,15.75,2,8,1,13,2,32,8.2,155.9,75.4,170.0,1,25,2.3,4,8,8,3,720,1520,13744
4230,15.75,2,8,1,13,2,32,8.2,155.9,75.4,170.0,17,25,2.3,4,8,8,2,720,1520,12990
4230,15.75,2,8,1,13,2,32,8.2,155.9,75.4,170.0,0,25,2.3,4,8,8,3,720,1520,9490
3600,16.28,2,25,1,16,2,64,7.4,158.3,75.5,156.0,0,39,1.95,4,8,8,6,1080,2340,18989
3500,16.0,2,25,1,16,2,64,7.99,156.7,74.0,169.0,17,37,2.0,4,8,8,6,1080,2340,19990
3600,16.28,2,25,1,16,2,64,7.4,158.3,75.5,156.0,1,39,1.95,4,8,8,6,1080,2340,19038
4020,16.59,2,16,1,48,2,128,8.3,162.0,76.1,188.0,10,30,2.1,4,8,9,6,1080,2340,17990
4000,15.49,2,5,1,8,1,32,8.35,154.4,77.35,165.0,17,20,2.0,4,8,9,2,720,1560,8490
4230,15.75,2,16,1,13,2,64,8.1,155.9,75.4,168.0,8,26,1.8,4,8,8,3,720,1520,13990
3500,16.0,2,25,1,16,2,64,7.99,156.7,74.0,169.0,1,37,2.0,4,8,8,6,1080,2340,19990
3600,16.28,2,25,1,16,2,64,7.4,158.3,75.5,156.0,1,39,1.95,4,8,8,4,1080,2340,19600
3500,16.0,2,25,1,16,2,64,7.99,156.7,74.0,169.0,16,37,2.0,4,8,8,6,1080,2340,21150
4230,15.75,2,16,1,13,2,64,8.1,155.9,75.4,168.0,1,26,1.8,4,8,8,4,720,1520,17500
4230,15.75,2,8,1,13,2,32,8.2,155.9,75.4,170.0,17,25,2.3,4,8,8,3,720,1520,12990
4230,15.75,2,8,1,13,2,64,8.2,156.2,75.6,168.0,17,22,1.8,3,8,8,4,720,1520,14495
4230,15.75,2,8,1,13,2,16,8.2,156.2,75.6,168.0,17,22,1.8,3,8,8,2,720,1520,9500
4230,15.75,2,8,1,13,2,16,8.2,156.2,75.6,168.0,16,22,1.8,3,8,8,2,720,1520,9500
5000,16.56,2,16,1,48,4,128,9.1,163.6,75.6,195.0,13,29,1.8,4,8,9,4,720,1600,13990
4230,15.8,2,5,1,13,2,64,8.3,155.9,75.5,165.0,0,19,1.8,4,8,9,4,720,1520,11490
4230,15.8,2,5,1,13,2,64,8.3,155.9,75.5,165.0,1,19,1.8,4,8,9,4,720,1520,11490
4000,16.51,2,16,1,48,2,128,8.8,161.3,76.1,190.0,12,31,2.1,4,8,9,6,1080,2340,16990
4000,16.51,2,16,1,48,2,128,8.8,161.3,76.1,190.0,0,31,2.1,4,8,9,6,1080,2340,16990
3700,16.26,2,25,1,12,2,128,7.9,157.6,74.6,183.0,14,40,2.2,3,8,8,8,1080,2340,31590
3180,14.48,2,8,1,13,1,32,7.7,150.5,73.1,143.0,0,28,2.5,3,8,7,3,720,1440,13490
3180,14.48,2,8,1,13,1,16,7.7,150.5,73.1,143.0,17,28,2.5,4,8,7,2,720,1440,9490
3400,15.82,2,25,1,16,1,64,7.8,156.0,75.3,158.0,17,35,2.0,3,8,8,4,1080,2280,22990
4020,16.59,2,16,1,48,2,128,8.3,162.0,76.1,188.0,10,30,2.1,4,8,9,4,1080,2340,13990
4020,16.59,2,16,1,48,2,128,8.3,162.0,76.1,188.0,16,30,2.1,4,8,9,4,1080,2340,13990
4020,16.59,2,16,1,48,2,128,8.3,162.0,76.1,188.0,24,30,2.1,4,8,9,6,1080,2340,17990
3075,13.97,2,16,1,13,1,64,7.38,154.5,76.0,160.0,8,33,1.4,3,8,5,4,720,1280,18990
3075,13.97,2,16,1,13,1,64,7.38,154.5,76.0,160.0,12,33,1.4,3,8,5,4,720,1280,18990
3075,13.97,2,16,1,13,1,64,7.38,154.5,76.0,160.0,8,33,1.4,3,8,5,4,720,1280,18990
3075,13.97,2,16,1,13,1,32,7.38,154.5,76.0,160.0,12,33,1.5,1,1,5,3,720,1280,11990
3000,13.21,2,5,1,13,1,16,7.6,148.1,73.8,137.0,1,27,1.8,3,8,7,3,720,1280,8490
4230,15.75,2,8,1,13,2,32,8.2,156.2,75.6,168.0,16,22,1.8,3,8,8,3,720,1520,12990
3200,13.97,2,16,2,13,1,64,7.3,153.3,75.2,153.0,8,34,1.5,3,8,6,4,1080,1920,18000
4230,15.75,2,8,1,13,2,32,8.2,156.1,75.6,170.0,17,23,1.8,3,8,8,4,720,1520,13500
3180,14.48,2,8,1,13,1,64,7.7,150.5,73.1,143.0,17,28,2.5,3,8,7,4,720,1440,13990
3500,16.0,2,16,1,16,2,64,7.99,156.7,74.0,169.0,16,36,2.0,4,8,8,4,1080,2340,17000
4230,15.75,2,8,1,13,2,64,8.2,156.2,75.6,168.0,16,22,1.8,3,8,8,4,720,1520,15000
4230,15.75,2,8,1,13,2,64,8.2,156.2,75.6,168.0,17,22,1.8,3,8,8,4,720,1520,14495
4230,15.75,2,8,1,13,2,16,8.2,156.2,75.6,168.0,17,22,1.8,3,8,8,2,720,1520,9500
4230,15.75,2,8,1,13,2,16,8.2,156.2,75.6,168.0,16,22,1.8,3,8,8,2,720,1520,9500
4065,16.76,2,16,1,48,3,256,9.3,162.0,77.2,215.0,0,41,2.8,4,8,9,8,1080,2340,41990
4065,16.76,2,16,1,48,3,128,9.3,162.0,77.2,215.0,0,41,2.8,4,8,9,6,1080,2340,38990
5000,16.56,2,16,1,48,4,128,9.1,163.6,75.6,195.0,13,29,1.8,4,8,9,4,720,1600,13990
4230,15.8,2,5,1,13,2,64,8.3,155.9,75.5,165.0,0,19,1.8,4,8,9,4,720,1520,11490
4230,15.8,2,5,1,13,2,64,8.3,155.9,75.5,165.0,1,19,1.8,4,8,9,4,720,1520,11490
4000,16.51,2,16,1,48,2,128,8.8,161.3,76.1,190.0,12,31,2.1,4,8,9,6,1080,2340,16990
4000,16.51,2,16,1,48,2,128,8.8,161.3,76.1,190.0,0,31,2.1,4,8,9,6,1080,2340,16990
3700,16.26,2,25,1,12,2,128,7.9,157.6,74.6,183.0,14,40,2.2,3,8,8,8,1080,2340,31590
3180,14.48,2,8,1,13,1,32,7.7,150.5,73.1,143.0,0,28,2.5,3,8,7,3,720,1440,13490
3180,14.48,2,8,1,13,1,16,7.7,150.5,73.1,143.0,17,28,2.5,4,8,7,2,720,1440,9490
3400,15.82,2,25,1,16,1,64,7.8,156.0,75.3,158.0,17,35,2.0,3,8,8,4,1080,2280,22990
4020,16.59,2,16,1,48,2,128,8.3,162.0,76.1,188.0,10,30,2.1,4,8,9,4,1080,2340,13990
4020,16.59,2,16,1,48,2,128,8.3,162.0,76.1,188.0,16,30,2.1,4,8,9,4,1080,2340,13990
